App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Country
Spanish English Translator,BOOKS_AND_REFERENCE,4.2,87873,Varies with device,"10,000,000+",Free,0,Teen,Books & Reference,"May 28, 2018",Varies with device,Varies with device,UNITED KINGDOM
FamilySearch Tree,BOOKS_AND_REFERENCE,4.3,17506,17M,"1,000,000+",Free,0,Everyone,Books & Reference,"July 20, 2018",2.3.18,4.1 and up,UNITED KINGDOM
Cloud of Books,BOOKS_AND_REFERENCE,3.3,1862,19M,"1,000,000+",Free,0,Everyone,Books & Reference,"April 27, 2018",2.2.5,4.1 and up,UNITED KINGDOM
Recipes of Prophetic Medicine for free,BOOKS_AND_REFERENCE,4.6,2084,6.7M,"500,000+",Free,0,Everyone,Books & Reference,"May 17, 2018",15.0,2.3 and up,UNITED KINGDOM
ReadEra – free ebook reader,BOOKS_AND_REFERENCE,4.8,47303,21M,"1,000,000+",Free,0,Everyone,Books & Reference,"June 2, 2018",18.05.31+530,4.1 and up,UNITED KINGDOM
NOOK App for NOOK Devices,BOOKS_AND_REFERENCE,4.7,19080,Varies with device,"500,000+",Free,0,Everyone,Books & Reference,"April 25, 2018",Varies with device,Varies with device,UNITED KINGDOM
Anonymous caller detection,BOOKS_AND_REFERENCE,,161,2.7M,"10,000+",Free,0,Everyone,Books & Reference,"July 13, 2018",1.0,2.3 and up,UNITED KINGDOM
Ebook Reader,BOOKS_AND_REFERENCE,4.1,85842,37M,"5,000,000+",Free,0,Everyone,Books & Reference,"June 25, 2018",5.0.6,4.0 and up,UNITED KINGDOM
Litnet - E-books,BOOKS_AND_REFERENCE,4.6,7831,15M,"100,000+",Free,0,Teen,Books & Reference,"July 4, 2018",1.2.3,4.0 and up,UNITED KINGDOM
Read books online,BOOKS_AND_REFERENCE,4.1,91615,23M,"5,000,000+",Free,0,Mature 17+,Books & Reference,"June 29, 2018",3.12,4.1 and up,UNITED KINGDOM
English to Urdu Dictionary,BOOKS_AND_REFERENCE,4.6,4620,19M,"500,000+",Free,0,Everyone,Books & Reference,"November 23, 2017",2.0,4.0.3 and up,UNITED KINGDOM
eBoox: book reader fb2 epub zip,BOOKS_AND_REFERENCE,4.7,21336,23M,"1,000,000+",Free,0,Everyone,Books & Reference,"June 20, 2018",1.28,3.0 and up,UNITED KINGDOM
English Persian Dictionary,BOOKS_AND_REFERENCE,4.5,26875,73M,"500,000+",Free,0,Everyone,Books & Reference,"August 1, 2018",6.0.8,4.0.3 and up,UNITED KINGDOM
Flybook,BOOKS_AND_REFERENCE,3.9,1778,4.9M,"500,000+",Free,0,Mature 17+,Books & Reference,"October 16, 2014",1.0.3,2.1 and up,UNITED KINGDOM
All Maths Formulas,BOOKS_AND_REFERENCE,4.4,2709,6.8M,"1,000,000+",Free,0,Everyone,Books & Reference,"July 11, 2018",1.9,4.4 and up,UNITED KINGDOM
Ancestry,BOOKS_AND_REFERENCE,4.3,64513,Varies with device,"5,000,000+",Free,0,Everyone,Books & Reference,"July 31, 2018",Varies with device,Varies with device,UNITED KINGDOM
HTC Help,BOOKS_AND_REFERENCE,4.2,8342,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,"August 28, 2017",9.00.950462,7.0 and up,UNITED KINGDOM
English translation from Bengali,BOOKS_AND_REFERENCE,4.5,527,2.9M,"100,000+",Free,0,Everyone,Books & Reference,"March 31, 2018",14.0,4.0 and up,UNITED KINGDOM
Pdf Book Download - Read Pdf Book,BOOKS_AND_REFERENCE,4.4,1322,3.5M,"100,000+",Free,0,Everyone,Books & Reference,"May 28, 2018",6.0,4.0.3 and up,UNITED KINGDOM
Free Book Reader,BOOKS_AND_REFERENCE,3.4,1680,4.0M,"100,000+",Free,0,Everyone,Books & Reference,"August 20, 2016",3.05,4.0.3 and up,UNITED KINGDOM
eBoox new: Reader for fb2 epub zip books,BOOKS_AND_REFERENCE,4.9,2739,21M,"50,000+",Free,0,Everyone,Books & Reference,"July 17, 2018",2.0,3.0 and up,UNITED KINGDOM
"Only 30 days in English, the guideline is guaranteed",BOOKS_AND_REFERENCE,4.6,1065,2.3M,"500,000+",Free,0,Everyone,Books & Reference,"June 16, 2018",1.5,3.0 and up,UNITED KINGDOM
Moon+ Reader,BOOKS_AND_REFERENCE,4.4,233757,Varies with device,"10,000,000+",Free,0,Everyone,Books & Reference,"May 1, 2018",Varies with device,Varies with device,UNITED KINGDOM
SH-02J Owner's Manual (Android 8.0),BOOKS_AND_REFERENCE,,2,7.2M,"50,000+",Free,0,Everyone,Books & Reference,"June 15, 2018",3.0,6.0 and up,UNITED KINGDOM
English-Myanmar Dictionary,BOOKS_AND_REFERENCE,4.4,8788,10M,"1,000,000+",Free,0,Everyone,Books & Reference,"July 28, 2018",2.5.3,4.0 and up,UNITED KINGDOM
Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,4.4,51269,6.1M,"1,000,000+",Free,0,Everyone,Books & Reference,"July 19, 2018",7.0.4.6,4.2 and up,UNITED KINGDOM
All Language Translator Free,BOOKS_AND_REFERENCE,4.4,30105,2.1M,"1,000,000+",Free,0,Everyone,Books & Reference,"July 29, 2018",1.15,4.0.3 and up,UNITED KINGDOM
Azpen eReader,BOOKS_AND_REFERENCE,3.5,156,42M,"500,000+",Free,0,Everyone,Books & Reference,"February 15, 2018",3.1.7.9,2.2 and up,UNITED KINGDOM
URBANO V 02 instruction manual,BOOKS_AND_REFERENCE,,114,7.3M,"100,000+",Free,0,Everyone,Books & Reference,"August 7, 2015",1.1,5.1 and up,UNITED KINGDOM
English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,341157,30M,"10,000,000+",Free,0,Everyone 10+,Books & Reference,"March 20, 2018",3.9.1,4.2 and up,UNITED KINGDOM
Visual Voicemail by MetroPCS,BUSINESS,4.1,16129,Varies with device,"10,000,000+",Free,0,Everyone,Business,"July 30, 2018",Varies with device,Varies with device,United States
Visual Voicemail by MetroPCS,BUSINESS,4.1,16129,Varies with device,"10,000,000+",Free,0,Everyone,Business,"July 30, 2018",Varies with device,Varies with device,CANADA
Indeed Job Search,BUSINESS,4.3,674730,Varies with device,"50,000,000+",Free,0,Everyone,Business,"May 21, 2018",Varies with device,Varies with device,United States
Indeed Job Search,BUSINESS,4.3,674730,Varies with device,"50,000,000+",Free,0,Everyone,Business,"May 21, 2018",Varies with device,Varies with device,CANADA
Uber Driver,BUSINESS,4.4,1254730,Varies with device,"10,000,000+",Free,0,Everyone,Business,"August 3, 2018",Varies with device,Varies with device,United States
Uber Driver,BUSINESS,4.4,1254730,Varies with device,"10,000,000+",Free,0,Everyone,Business,"August 3, 2018",Varies with device,Varies with device,CANADA
ADP Mobile Solutions,BUSINESS,4.3,85185,29M,"5,000,000+",Free,0,Everyone,Business,"July 17, 2018",3.4.2,5.0 and up,United States
ADP Mobile Solutions,BUSINESS,4.3,85185,29M,"5,000,000+",Free,0,Everyone,Business,"July 17, 2018",3.4.2,5.0 and up,CANADA
Snag - Jobs Hiring Now,BUSINESS,4.3,32584,Varies with device,"1,000,000+",Free,0,Everyone,Business,"May 4, 2018",Varies with device,Varies with device,United States
Snag - Jobs Hiring Now,BUSINESS,4.3,32584,Varies with device,"1,000,000+",Free,0,Everyone,Business,"May 4, 2018",Varies with device,Varies with device,CANADA
Docs To Go™ Free Office Suite,BUSINESS,4.1,217730,Varies with device,"50,000,000+",Free,0,Everyone,Business,"April 2, 2018",Varies with device,Varies with device,United States
Docs To Go™ Free Office Suite,BUSINESS,4.1,217730,Varies with device,"50,000,000+",Free,0,Everyone,Business,"April 2, 2018",Varies with device,Varies with device,CANADA
Google My Business,BUSINESS,4.4,70991,Varies with device,"5,000,000+",Free,0,Everyone,Business,"July 24, 2018",2.19.0.204537701,4.4 and up,United States
Google My Business,BUSINESS,4.4,70991,Varies with device,"5,000,000+",Free,0,Everyone,Business,"July 24, 2018",2.19.0.204537701,4.4 and up,CANADA
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861,35M,"100,000,000+",Free,0,Everyone,Business,"August 2, 2018",9.7.14188,4.1 and up,United States
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861,35M,"100,000,000+",Free,0,Everyone,Business,"August 2, 2018",9.7.14188,4.1 and up,CANADA
USPS MOBILE®,BUSINESS,3.9,16589,9.1M,"1,000,000+",Free,0,Everyone,Business,"June 14, 2018",4.9.10,4.0.3 and up,United States
USPS MOBILE®,BUSINESS,3.9,16589,9.1M,"1,000,000+",Free,0,Everyone,Business,"June 14, 2018",4.9.10,4.0.3 and up,CANADA
Job Search by ZipRecruiter,BUSINESS,4.8,148945,25M,"1,000,000+",Free,0,Everyone,Business,"July 19, 2018",5.2.8,5.0 and up,United States
Job Search by ZipRecruiter,BUSINESS,4.8,148945,25M,"1,000,000+",Free,0,Everyone,Business,"July 19, 2018",5.2.8,5.0 and up,CANADA
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4458,3.9M,"500,000+",Free,0,Everyone,Business,"July 8, 2018",3.3,4.1 and up,United States
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4458,3.9M,"500,000+",Free,0,Everyone,Business,"July 8, 2018",3.3,4.1 and up,CANADA
Google Primer,BUSINESS,4.4,62272,18M,"10,000,000+",Free,0,Everyone,Business,"June 26, 2018",3.550.2,4.1 and up,United States
Google Primer,BUSINESS,4.4,62272,18M,"10,000,000+",Free,0,Everyone,Business,"June 26, 2018",3.550.2,4.1 and up,CANADA
Alba Heaven - Alvarez Job Portal Services,BUSINESS,4.0,8941,12M,"5,000,000+",Free,0,Everyone,Business,"July 31, 2018",4.6.30,4.0.3 and up,United States
Alba Heaven - Alvarez Job Portal Services,BUSINESS,4.0,8941,12M,"5,000,000+",Free,0,Everyone,Business,"July 31, 2018",4.6.30,4.0.3 and up,CANADA
SuperLivePro,BUSINESS,4.3,46353,21M,"1,000,000+",Free,0,Everyone,Business,"April 13, 2016",2.8,1.5 and up,United States
SuperLivePro,BUSINESS,4.3,46353,21M,"1,000,000+",Free,0,Everyone,Business,"April 13, 2016",2.8,1.5 and up,CANADA
Facebook Pages Manager,BUSINESS,4.0,1279184,Varies with device,"50,000,000+",Free,0,Everyone,Business,"August 2, 2018",Varies with device,Varies with device,United States
Facebook Pages Manager,BUSINESS,4.0,1279184,Varies with device,"50,000,000+",Free,0,Everyone,Business,"August 2, 2018",Varies with device,Varies with device,CANADA
OfficeSuite Pro + PDF (Trial),BUSINESS,4.2,88073,Varies with device,"10,000,000+",Free,0,Everyone,Business,"July 9, 2018",Varies with device,Varies with device,United States
OfficeSuite Pro + PDF (Trial),BUSINESS,4.2,88073,Varies with device,"10,000,000+",Free,0,Everyone,Business,"July 9, 2018",Varies with device,Varies with device,CANADA
My Space - Employment Center,BUSINESS,4.5,67000,Varies with device,"1,000,000+",Free,0,Everyone,Business,"July 17, 2018",Varies with device,4.3 and up,United States
My Space - Employment Center,BUSINESS,4.5,67000,Varies with device,"1,000,000+",Free,0,Everyone,Business,"July 17, 2018",Varies with device,4.3 and up,CANADA
Box,BUSINESS,4.2,159872,Varies with device,"10,000,000+",Free,0,Everyone,Business,"July 31, 2018",Varies with device,Varies with device,United States
Box,BUSINESS,4.2,159872,Varies with device,"10,000,000+",Free,0,Everyone,Business,"July 31, 2018",Varies with device,Varies with device,CANADA
Polaris Office for LG,BUSINESS,4.2,30847,55M,"5,000,000+",Free,0,Everyone,Business,"February 8, 2018",7.3.21,4.1 and up,United States
Polaris Office for LG,BUSINESS,4.2,30847,55M,"5,000,000+",Free,0,Everyone,Business,"February 8, 2018",7.3.21,4.1 and up,CANADA
Call Blocker,BUSINESS,4.6,188841,3.2M,"5,000,000+",Free,0,Everyone,Business,"June 21, 2018",1.1.13,4.0 and up,United States
Call Blocker,BUSINESS,4.6,188841,3.2M,"5,000,000+",Free,0,Everyone,Business,"June 21, 2018",1.1.13,4.0 and up,CANADA
Jobs in Alabama - Jobs in Alba,BUSINESS,4.1,11622,Varies with device,"5,000,000+",Free,0,Everyone,Business,"July 26, 2018",Varies with device,Varies with device,United States
Jobs in Alabama - Jobs in Alba,BUSINESS,4.1,11622,Varies with device,"5,000,000+",Free,0,Everyone,Business,"July 26, 2018",Varies with device,Varies with device,CANADA
Square Point of Sale - POS,BUSINESS,4.6,95912,Varies with device,"5,000,000+",Free,0,Everyone,Business,"July 30, 2018",Varies with device,Varies with device,United States
Square Point of Sale - POS,BUSINESS,4.6,95912,Varies with device,"5,000,000+",Free,0,Everyone,Business,"July 30, 2018",Varies with device,Varies with device,CANADA
Plugin:AOT v5.0,BUSINESS,3.1,4034,23k,"100,000+",Free,0,Everyone,Business,"September 11, 2015",3.0.1.11 (Build 311),2.2 and up,United States
Plugin:AOT v5.0,BUSINESS,3.1,4034,23k,"100,000+",Free,0,Everyone,Business,"September 11, 2015",3.0.1.11 (Build 311),2.2 and up,CANADA
Kariyer.net,BUSINESS,3.9,45964,16M,"1,000,000+",Free,0,Everyone,Business,"July 18, 2018",5.1.5,4.1 and up,United States
Kariyer.net,BUSINESS,3.9,45964,16M,"1,000,000+",Free,0,Everyone,Business,"July 18, 2018",5.1.5,4.1 and up,CANADA
SEEK Job Search,BUSINESS,4.3,14955,Varies with device,"1,000,000+",Free,0,Everyone,Business,"July 30, 2018",Varies with device,Varies with device,United States
SEEK Job Search,BUSINESS,4.3,14955,Varies with device,"1,000,000+",Free,0,Everyone,Business,"July 30, 2018",Varies with device,Varies with device,CANADA
Become a Job - Find a job or advertise,BUSINESS,4.1,6903,14M,"1,000,000+",Free,0,Everyone,Business,"July 10, 2018",2.3.6,4.1 and up,United States
Become a Job - Find a job or advertise,BUSINESS,4.1,6903,14M,"1,000,000+",Free,0,Everyone,Business,"July 10, 2018",2.3.6,4.1 and up,CANADA
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37M,"10,000,000+",Free,0,Everyone,Business,"July 20, 2018",4.1.28165.0716,4.0 and up,United States
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37M,"10,000,000+",Free,0,Everyone,Business,"July 20, 2018",4.1.28165.0716,4.0 and up,CANADA
Easy Installer - Apps On SD,BUSINESS,4.1,23055,Varies with device,"5,000,000+",Free,0,Everyone,Business,"June 8, 2018",Varies with device,Varies with device,United States
Easy Installer - Apps On SD,BUSINESS,4.1,23055,Varies with device,"5,000,000+",Free,0,Everyone,Business,"June 8, 2018",Varies with device,Varies with device,CANADA
Facebook Ads Manager,BUSINESS,4.1,19023,Varies with device,"1,000,000+",Free,0,Everyone,Business,"August 1, 2018",99.0.0.35.75,4.1 and up,United States
Facebook Ads Manager,BUSINESS,4.1,19023,Varies with device,"1,000,000+",Free,0,Everyone,Business,"August 1, 2018",99.0.0.35.75,4.1 and up,CANADA
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372,11M,"5,000,000+",Free,0,Everyone,Business,"August 2, 2018",12.2.4,4.0 and up,United States
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372,11M,"5,000,000+",Free,0,Everyone,Business,"August 2, 2018",12.2.4,4.0 and up,CANADA
ViettelPost express delivery,BUSINESS,4.4,1225,25M,"100,000+",Free,0,Everyone,Business,"August 1, 2018",1.0.6.8,4.1 and up,United States
ViettelPost express delivery,BUSINESS,4.4,1225,25M,"100,000+",Free,0,Everyone,Business,"August 1, 2018",1.0.6.8,4.1 and up,CANADA
MyASUS - Service Center,BUSINESS,4.4,380837,7.3M,"10,000,000+",Free,0,Everyone,Business,"July 4, 2018",3.4.5,4.2 and up,United States
MyASUS - Service Center,BUSINESS,4.4,380837,7.3M,"10,000,000+",Free,0,Everyone,Business,"July 4, 2018",3.4.5,4.2 and up,CANADA
Job Korea - Career Jobs,BUSINESS,4.3,10600,6.5M,"1,000,000+",Free,0,Everyone,Business,"August 1, 2018",2.5.6,4.0 and up,United States
Job Korea - Career Jobs,BUSINESS,4.3,10600,6.5M,"1,000,000+",Free,0,Everyone,Business,"August 1, 2018",2.5.6,4.0 and up,CANADA
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25M,"1,000,000+",Free,0,Everyone,Business,"July 27, 2018",1.12.5,4.0 and up,United States
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25M,"1,000,000+",Free,0,Everyone,Business,"July 27, 2018",1.12.5,4.0 and up,CANADA
Myanmar 2D/3D,BUSINESS,4.6,822,3.1M,"100,000+",Free,0,Everyone,Business,"June 8, 2018",1.5,4.0.3 and up,United States
Myanmar 2D/3D,BUSINESS,4.6,822,3.1M,"100,000+",Free,0,Everyone,Business,"June 8, 2018",1.5,4.0.3 and up,CANADA
Quick PDF Scanner + OCR FREE,BUSINESS,4.2,80805,Varies with device,"5,000,000+",Free,0,Everyone,Business,"February 26, 2018",Varies with device,4.0.3 and up,United States
Quick PDF Scanner + OCR FREE,BUSINESS,4.2,80805,Varies with device,"5,000,000+",Free,0,Everyone,Business,"February 26, 2018",Varies with device,4.0.3 and up,CANADA
sABN,BUSINESS,4.4,2287,1.5M,"1,000,000+",Free,0,Everyone,Business,"March 26, 2018",4.9,2.2 and up,United States
sABN,BUSINESS,4.4,2287,1.5M,"1,000,000+",Free,0,Everyone,Business,"March 26, 2018",4.9,2.2 and up,CANADA
ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5M,"100,000+",Free,0,Everyone,Business,"July 24, 2018",0.9.4,4.0.3 and up,United States
ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5M,"100,000+",Free,0,Everyone,Business,"July 24, 2018",0.9.4,4.0.3 and up,CANADA
Secure Folder,BUSINESS,3.8,14760,8.6M,"50,000,000+",Free,0,Everyone,Business,"January 31, 2018",1.1.07.6,7.0 and up,United States
Secure Folder,BUSINESS,3.8,14760,8.6M,"50,000,000+",Free,0,Everyone,Business,"January 31, 2018",1.1.07.6,7.0 and up,CANADA
UPS Mobile,BUSINESS,3.9,23243,Varies with device,"5,000,000+",Free,0,Everyone,Business,"June 25, 2018",Varies with device,Varies with device,United States
UPS Mobile,BUSINESS,3.9,23243,Varies with device,"5,000,000+",Free,0,Everyone,Business,"June 25, 2018",Varies with device,Varies with device,CANADA
Y! Mobile menu,BUSINESS,,9,1.2M,"100,000+",Free,0,Everyone,Business,"April 9, 2018",1.0.5,6.0 and up,United States
Y! Mobile menu,BUSINESS,,9,1.2M,"100,000+",Free,0,Everyone,Business,"April 9, 2018",1.0.5,6.0 and up,CANADA
SignEasy | Sign and Fill PDF and other Documents,BUSINESS,4.3,8978,Varies with device,"1,000,000+",Free,0,Everyone,Business,"July 25, 2018",Varies with device,Varies with device,United States
SignEasy | Sign and Fill PDF and other Documents,BUSINESS,4.3,8978,Varies with device,"1,000,000+",Free,0,Everyone,Business,"July 25, 2018",Varies with device,Varies with device,CANADA
Quick PDF Scanner + OCR FREE,BUSINESS,4.2,80805,Varies with device,"5,000,000+",Free,0,Everyone,Business,"February 26, 2018",Varies with device,4.0.3 and up,United States
Quick PDF Scanner + OCR FREE,BUSINESS,4.2,80805,Varies with device,"5,000,000+",Free,0,Everyone,Business,"February 26, 2018",Varies with device,4.0.3 and up,CANADA
Genius Scan - PDF Scanner,BUSINESS,4.4,42492,Varies with device,"1,000,000+",Free,0,Everyone,Business,"July 11, 2018",Varies with device,Varies with device,United States
Genius Scan - PDF Scanner,BUSINESS,4.4,42492,Varies with device,"1,000,000+",Free,0,Everyone,Business,"July 11, 2018",Varies with device,Varies with device,CANADA
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39M,"10,000,000+",Free,0,Everyone,Business,"May 30, 2017",1.2.6,3.0 and up,United States
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39M,"10,000,000+",Free,0,Everyone,Business,"May 30, 2017",1.2.6,3.0 and up,CANADA
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14M,"10,000,000+",Free,0,Everyone,Business,"July 11, 2018",3.9.2,4.1 and up,United States
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14M,"10,000,000+",Free,0,Everyone,Business,"July 11, 2018",3.9.2,4.1 and up,CANADA
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19M,"1,000,000+",Free,0,Everyone,Business,"August 2, 2018",3.4.49,4.1 and up,United States
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19M,"1,000,000+",Free,0,Everyone,Business,"August 2, 2018",3.4.49,4.1 and up,CANADA
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8M,"100,000+",Paid,$4.99,Everyone,Business,"March 25, 2018",1.5.2,4.0 and up,United States
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8M,"100,000+",Paid,$4.99,Everyone,Business,"March 25, 2018",1.5.2,4.0 and up,CANADA
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39M,"100,000+",Paid,$4.99,Everyone,Business,"April 11, 2017",3.4.6,3.0 and up,United States
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39M,"100,000+",Paid,$4.99,Everyone,Business,"April 11, 2017",3.4.6,3.0 and up,CANADA
Box,BUSINESS,4.2,159872,Varies with device,"10,000,000+",Free,0,Everyone,Business,"July 31, 2018",Varies with device,Varies with device,United States
Box,BUSINESS,4.2,159872,Varies with device,"10,000,000+",Free,0,Everyone,Business,"July 31, 2018",Varies with device,Varies with device,CANADA
Zenefits,BUSINESS,4.2,296,14M,"50,000+",Free,0,Everyone,Business,"June 15, 2018",3.2.1,4.1 and up,United States
Zenefits,BUSINESS,4.2,296,14M,"50,000+",Free,0,Everyone,Business,"June 15, 2018",3.2.1,4.1 and up,CANADA
Google Ads,BUSINESS,4.3,29313,20M,"5,000,000+",Free,0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,United States
Google Ads,BUSINESS,4.3,29313,20M,"5,000,000+",Free,0,Everyone,Business,"July 30, 2018",1.12.0,4.0.3 and up,CANADA
Google My Business,BUSINESS,4.4,70991,Varies with device,"5,000,000+",Free,0,Everyone,Business,"July 24, 2018",2.19.0.204537701,4.4 and up,United States
Google My Business,BUSINESS,4.4,70991,Varies with device,"5,000,000+",Free,0,Everyone,Business,"July 24, 2018",2.19.0.204537701,4.4 and up,CANADA
Slack,BUSINESS,4.4,51507,Varies with device,"5,000,000+",Free,0,Everyone,Business,"August 2, 2018",Varies with device,Varies with device,United States
Slack,BUSINESS,4.4,51507,Varies with device,"5,000,000+",Free,0,Everyone,Business,"August 2, 2018",Varies with device,Varies with device,CANADA
FreshBooks Classic,BUSINESS,4.1,1802,26M,"100,000+",Free,0,Everyone,Business,"April 18, 2018",1.7.14,4.2 and up,United States
FreshBooks Classic,BUSINESS,4.1,1802,26M,"100,000+",Free,0,Everyone,Business,"April 18, 2018",1.7.14,4.2 and up,CANADA
Insightly CRM,BUSINESS,3.8,1383,51M,"100,000+",Free,0,Everyone,Business,"July 12, 2018",3.24.1,5.0 and up,United States
Insightly CRM,BUSINESS,3.8,1383,51M,"100,000+",Free,0,Everyone,Business,"July 12, 2018",3.24.1,5.0 and up,CANADA
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41M,"1,000,000+",Free,0,Everyone,Business,"July 13, 2018",18.7,4.1 and up,United States
